[Measurement conditions]
Sample identification,3360-302
Comment,
Anode material,Co
K-Alpha1 wavelength,1.7890100
K-Alpha2 wavelength,1.7929000
Ratio K-Alpha2/K-Alpha1,0.500
Divergence slit,Fixed,0.76mm
Monochromator used,NO
Generator voltage, 40
Tube current,  8
File date and time,25/3ÔÂ/2025 04:48
Unit cell,
h k l, 0 0 0
Scan axis,Gonio
Scan range,19.998000000,89.999606480
Scan step size,0.0217329
No. of points, 3221
Scan type,CONTINUOUS
Time per step,60.945
[Scan points]
Angle, TimePerStep, Intensity, ESD
32.700868360, 60.945, 4007.0, 63.3009
32.722601240, 60.945, 3956.0, 62.8967
32.744334120, 60.945, 4000.0, 63.2456
32.766067000, 60.945, 4005.0, 63.2851
32.787799880, 60.945, 3905.0, 62.4900
32.809532760, 60.945, 4037.0, 63.5374
32.831265640, 60.945, 3942.0, 62.7853
32.852998520, 60.945, 3930.0, 62.6897
32.874731400, 60.945, 4105.0, 64.0703
32.896464280, 60.945, 4183.0, 64.6761
32.918197160, 60.945, 4154.0, 64.4515
32.939930040, 60.945, 4033.0, 63.5059
32.961662920, 60.945, 4080.0, 63.8749
32.983395800, 60.945, 4148.0, 64.4050
33.005128680, 60.945, 4013.0, 63.3482
33.026861560, 60.945, 4008.0, 63.3088
33.048594440, 60.945, 4077.0, 63.8514
33.070327320, 60.945, 4107.0, 64.0859
33.092060200, 60.945, 3974.0, 63.0397
33.113793080, 60.945, 4063.0, 63.7417
33.135525960, 60.945, 4060.0, 63.7181
33.157258840, 60.945, 4107.0, 64.0859
33.178991720, 60.945, 4020.0, 63.4035
33.200724600, 60.945, 4029.0, 63.4744
33.222457480, 60.945, 3989.0, 63.1585
33.244190360, 60.945, 4129.0, 64.2573
33.265923240, 60.945, 4081.0, 63.8827
33.287656120, 60.945, 4106.0, 64.0781
33.309389000, 60.945, 4070.0, 63.7966
33.331121880, 60.945, 3960.0, 62.9285
33.352854760, 60.945, 4030.0, 63.4823
33.374587640, 60.945, 3997.0, 63.2218
33.396320520, 60.945, 3949.0, 62.8411
33.418053400, 60.945, 4028.0, 63.4665
33.439786280, 60.945, 4144.0, 64.3739
33.461519160, 60.945, 4070.0, 63.7966
33.483252040, 60.945, 3953.0, 62.8729
33.504984920, 60.945, 4132.0, 64.2806
33.526717800, 60.945, 4017.0, 63.3798
33.548450680, 60.945, 3982.0, 63.1031
33.570183560, 60.945, 3987.0, 63.1427
33.591916440, 60.945, 4055.0, 63.6789
33.613649320, 60.945, 4020.0, 63.4035
33.635382200, 60.945, 4035.0, 63.5216
33.657115080, 60.945, 4083.0, 63.8984
33.678847960, 60.945, 4035.0, 63.5216
33.700580840, 60.945, 4074.0, 63.8279
33.722313720, 60.945, 3937.0, 62.7455
33.744046600, 60.945, 4048.0, 63.6239
33.765779480, 60.945, 3969.0, 63.0000
33.787512360, 60.945, 3972.0, 63.0238
33.809245240, 60.945, 3976.0, 63.0555
33.830978120, 60.945, 4070.0, 63.7966
33.852711000, 60.945, 4018.0, 63.3877
33.874443880, 60.945, 3926.0, 62.6578
33.896176760, 60.945, 4096.0, 64.0000
33.917909640, 60.945, 3939.0, 62.7615
33.939642520, 60.945, 4046.0, 63.6082
33.961375400, 60.945, 4024.0, 63.4350
33.983108280, 60.945, 4100.0, 64.0312
34.004841160, 60.945, 3980.0, 63.0872
34.026574040, 60.945, 4157.0, 64.4748
34.048306920, 60.945, 3888.0, 62.3538
34.070039800, 60.945, 4067.0, 63.7730
34.091772680, 60.945, 4037.0, 63.5374
34.113505560, 60.945, 4011.0, 63.3325
34.135238440, 60.945, 3926.0, 62.6578
34.156971320, 60.945, 4076.0, 63.8436
34.178704200, 60.945, 3946.0, 62.8172
34.200437080, 60.945, 4085.0, 63.9140
34.222169960, 60.945, 4011.0, 63.3325
34.243902840, 60.945, 4050.0, 63.6396
34.265635720, 60.945, 3943.0, 62.7933
34.287368600, 60.945, 4125.0, 64.2262
34.309101480, 60.945, 4001.0, 63.2535
34.330834360, 60.945, 4054.0, 63.6710
34.352567240, 60.945, 3864.0, 62.1611
34.374300120, 60.945, 4102.0, 64.0469
34.396033000, 60.945, 4107.0, 64.0859
34.417765880, 60.945, 4118.0, 64.1716
34.439498760, 60.945, 3973.0, 63.0317
34.461231640, 60.945, 4053.0, 63.6632
34.482964520, 60.945, 3994.0, 63.1981
34.504697400, 60.945, 4069.0, 63.7887
34.526430280, 60.945, 4084.0, 63.9062
34.548163160, 60.945, 4015.0, 63.3640
34.569896040, 60.945, 4018.0, 63.3877
34.591628920, 60.945, 4154.0, 64.4515
34.613361800, 60.945, 4111.0, 64.1171
34.635094680, 60.945, 4112.0, 64.1249
34.656827560, 60.945, 4087.0, 63.9296
34.678560440, 60.945, 4044.0, 63.5925
34.700293320, 60.945, 4006.0, 63.2930
34.722026200, 60.945, 4001.0, 63.2535
34.743759080, 60.945, 4212.0, 64.8999
34.765491960, 60.945, 4198.0, 64.7920
34.787224840, 60.945, 4183.0, 64.6761
34.808957720, 60.945, 4035.0, 63.5216
34.830690600, 60.945, 3908.0, 62.5140
34.852423480, 60.945, 4088.0, 63.9375
34.874156360, 60.945, 4149.0, 64.4127
34.895889240, 60.945, 4041.0, 63.5689
34.917622120, 60.945, 4063.0, 63.7417
34.939355000, 60.945, 4163.0, 64.5213
34.961087880, 60.945, 4118.0, 64.1716
34.982820760, 60.945, 4004.0, 63.2772
35.004553640, 60.945, 4132.0, 64.2806
35.026286520, 60.945, 3950.0, 62.8490
35.048019400, 60.945, 4009.0, 63.3167
35.069752280, 60.945, 4108.0, 64.0937
35.091485160, 60.945, 4094.0, 63.9844
35.113218040, 60.945, 4255.0, 65.2304
35.134950920, 60.945, 4008.0, 63.3088
35.156683800, 60.945, 4113.0, 64.1327
35.178416680, 60.945, 4069.0, 63.7887
35.200149560, 60.945, 4088.0, 63.9375
35.221882440, 60.945, 4034.0, 63.5138
35.243615320, 60.945, 3982.0, 63.1031
35.265348200, 60.945, 4040.0, 63.5610
35.287081080, 60.945, 4071.0, 63.8044
35.308813960, 60.945, 4019.0, 63.3956
35.330546840, 60.945, 4125.0, 64.2262
35.352279720, 60.945, 4036.0, 63.5295
35.374012600, 60.945, 4070.0, 63.7966
35.395745480, 60.945, 4055.0, 63.6789
35.417478360, 60.945, 4060.0, 63.7181
35.439211240, 60.945, 3982.0, 63.1031
35.460944120, 60.945, 4073.0, 63.8201
35.482677000, 60.945, 4039.0, 63.5531
35.504409880, 60.945, 4234.0, 65.0692
35.526142760, 60.945, 4065.0, 63.7574
35.547875640, 60.945, 4062.0, 63.7338
35.569608520, 60.945, 4044.0, 63.5925
35.591341400, 60.945, 3990.0, 63.1664
35.613074280, 60.945, 3906.0, 62.4980
35.634807160, 60.945, 4058.0, 63.7024
35.656540040, 60.945, 4112.0, 64.1249
35.678272920, 60.945, 4053.0, 63.6632
35.700005800, 60.945, 4132.0, 64.2806
35.721738680, 60.945, 4095.0, 63.9922
35.743471560, 60.945, 3959.0, 62.9206
35.765204440, 60.945, 3957.0, 62.9047
35.786937320, 60.945, 3947.0, 62.8252
35.808670200, 60.945, 4090.0, 63.9531
35.830403080, 60.945, 4158.0, 64.4826
35.852135960, 60.945, 4076.0, 63.8436
35.873868840, 60.945, 4072.0, 63.8122
35.895601720, 60.945, 3979.0, 63.0793
35.917334600, 60.945, 4085.0, 63.9140
35.939067480, 60.945, 3980.0, 63.0872
35.960800360, 60.945, 4020.0, 63.4035
35.982533240, 60.945, 4105.0, 64.0703
36.004266120, 60.945, 4009.0, 63.3167
36.025999000, 60.945, 3960.0, 62.9285
36.047731880, 60.945, 3989.0, 63.1585
36.069464760, 60.945, 3946.0, 62.8172
36.091197640, 60.945, 4048.0, 63.6239
36.112930520, 60.945, 4060.0, 63.7181
36.134663400, 60.945, 4109.0, 64.1015
36.156396280, 60.945, 4069.0, 63.7887
36.178129160, 60.945, 4001.0, 63.2535
36.199862040, 60.945, 3906.0, 62.4980
36.221594920, 60.945, 4161.0, 64.5058
36.243327800, 60.945, 4073.0, 63.8201
36.265060680, 60.945, 4053.0, 63.6632
36.286793560, 60.945, 4093.0, 63.9766
36.308526440, 60.945, 4014.0, 63.3561
36.330259320, 60.945, 4028.0, 63.4665
36.351992200, 60.945, 4141.0, 64.3506
36.373725080, 60.945, 4058.0, 63.7024
36.395457960, 60.945, 4004.0, 63.2772
36.417190840, 60.945, 4059.0, 63.7103
36.438923720, 60.945, 3993.0, 63.1902
36.460656600, 60.945, 4048.0, 63.6239
36.482389480, 60.945, 4053.0, 63.6632
36.504122360, 60.945, 4069.0, 63.7887
36.525855240, 60.945, 4175.0, 64.6142
36.547588120, 60.945, 4109.0, 64.1015
36.569321000, 60.945, 4125.0, 64.2262
36.591053880, 60.945, 4158.0, 64.4826
36.612786760, 60.945, 4206.0, 64.8537
36.634519640, 60.945, 4053.0, 63.6632
36.656252520, 60.945, 4094.0, 63.9844
36.677985400, 60.945, 4074.0, 63.8279
36.699718280, 60.945, 4105.0, 64.0703
36.721451160, 60.945, 4077.0, 63.8514
36.743184040, 60.945, 4236.0, 65.0846
36.764916920, 60.945, 4100.0, 64.0312
36.786649800, 60.945, 4018.0, 63.3877
36.808382680, 60.945, 4017.0, 63.3798
36.830115560, 60.945, 4067.0, 63.7730
36.851848440, 60.945, 3960.0, 62.9285
36.873581320, 60.945, 4027.0, 63.4586
36.895314200, 60.945, 3979.0, 63.0793
36.917047080, 60.945, 4141.0, 64.3506
36.938779960, 60.945, 4036.0, 63.5295
36.960512840, 60.945, 4093.0, 63.9766
36.982245720, 60.945, 4034.0, 63.5138
37.003978600, 60.945, 4007.0, 63.3009
37.025711480, 60.945, 4000.0, 63.2456
37.047444360, 60.945, 4000.0, 63.2456
37.069177240, 60.945, 3906.0, 62.4980
37.090910120, 60.945, 4138.0, 64.3273
37.112643000, 60.945, 4052.0, 63.6553
37.134375880, 60.945, 3987.0, 63.1427
37.156108760, 60.945, 3980.0, 63.0872
37.177841640, 60.945, 4017.0, 63.3798
37.199574520, 60.945, 3991.0, 63.1744
37.221307400, 60.945, 4047.0, 63.6160
37.243040280, 60.945, 4040.0, 63.5610
37.264773160, 60.945, 4089.0, 63.9453
37.286506040, 60.945, 3906.0, 62.4980
37.308238920, 60.945, 4030.0, 63.4823
37.329971800, 60.945, 4102.0, 64.0469
37.351704680, 60.945, 3980.0, 63.0872
37.373437560, 60.945, 3968.0, 62.9921
37.395170440, 60.945, 3998.0, 63.2297
37.416903320, 60.945, 4078.0, 63.8592
37.438636200, 60.945, 4051.0, 63.6475
37.460369080, 60.945, 3979.0, 63.0793
37.482101960, 60.945, 3982.0, 63.1031
37.503834840, 60.945, 4041.0, 63.5689
37.525567720, 60.945, 4077.0, 63.8514
37.547300600, 60.945, 4068.0, 63.7809
37.569033480, 60.945, 3962.0, 62.9444
37.590766360, 60.945, 4052.0, 63.6553
37.612499240, 60.945, 3985.0, 63.1269
37.634232120, 60.945, 4129.0, 64.2573
37.655965000, 60.945, 3964.0, 62.9603
37.677697880, 60.945, 4063.0, 63.7417
37.699430760, 60.945, 4030.0, 63.4823
37.721163640, 60.945, 3965.0, 62.9682
37.742896520, 60.945, 4019.0, 63.3956
37.764629400, 60.945, 4025.0, 63.4429
37.786362280, 60.945, 4070.0, 63.7966
37.808095160, 60.945, 4136.0, 64.3117
37.829828040, 60.945, 3979.0, 63.0793
37.851560920, 60.945, 3855.0, 62.0886
37.873293800, 60.945, 4015.0, 63.3640
37.895026680, 60.945, 4142.0, 64.3584
37.916759560, 60.945, 4005.0, 63.2851
37.938492440, 60.945, 3939.0, 62.7615
37.960225320, 60.945, 3948.0, 62.8331
37.981958200, 60.945, 4037.0, 63.5374
38.003691080, 60.945, 4008.0, 63.3088
38.025423960, 60.945, 3963.0, 62.9524
38.047156840, 60.945, 4041.0, 63.5689
38.068889720, 60.945, 4003.0, 63.2693
38.090622600, 60.945, 3909.0, 62.5220
38.112355480, 60.945, 4035.0, 63.5216
38.134088360, 60.945, 4093.0, 63.9766
38.155821240, 60.945, 4044.0, 63.5925
38.177554120, 60.945, 3842.0, 61.9839
38.199287000, 60.945, 4025.0, 63.4429
38.221019880, 60.945, 4119.0, 64.1794
38.242752760, 60.945, 4107.0, 64.0859
38.264485640, 60.945, 4005.0, 63.2851
38.286218520, 60.945, 4009.0, 63.3167
38.307951400, 60.945, 4063.0, 63.7417
38.329684280, 60.945, 4120.0, 64.1872
38.351417160, 60.945, 4053.0, 63.6632
38.373150040, 60.945, 4015.0, 63.3640
38.394882920, 60.945, 3920.0, 62.6099
38.416615800, 60.945, 3983.0, 63.1110
38.438348680, 60.945, 4068.0, 63.7809
38.460081560, 60.945, 3970.0, 63.0079
38.481814440, 60.945, 3994.0, 63.1981
38.503547320, 60.945, 3984.0, 63.1189
38.525280200, 60.945, 4040.0, 63.5610
38.547013080, 60.945, 4073.0, 63.8201
38.568745960, 60.945, 3967.0, 62.9841
38.590478840, 60.945, 3996.0, 63.2139
38.612211720, 60.945, 4049.0, 63.6318
38.633944600, 60.945, 3976.0, 63.0555
38.655677480, 60.945, 4004.0, 63.2772
38.677410360, 60.945, 4085.0, 63.9140
38.699143240, 60.945, 4051.0, 63.6475
38.720876120, 60.945, 4109.0, 64.1015
38.742609000, 60.945, 4030.0, 63.4823
38.764341880, 60.945, 4096.0, 64.0000
38.786074760, 60.945, 4055.0, 63.6789
38.807807640, 60.945, 4003.0, 63.2693
38.829540520, 60.945, 4010.0, 63.3246
38.851273400, 60.945, 4246.0, 65.1613
38.873006280, 60.945, 4163.0, 64.5213
38.894739160, 60.945, 4001.0, 63.2535
38.916472040, 60.945, 4101.0, 64.0391
38.938204920, 60.945, 4012.0, 63.3404
38.959937800, 60.945, 4062.0, 63.7338
38.981670680, 60.945, 4124.0, 64.2184
39.003403560, 60.945, 4126.0, 64.2339
39.025136440, 60.945, 4034.0, 63.5138
39.046869320, 60.945, 3988.0, 63.1506
39.068602200, 60.945, 3978.0, 63.0714
39.090335080, 60.945, 4049.0, 63.6318
39.112067960, 60.945, 4128.0, 64.2495
39.133800840, 60.945, 3964.0, 62.9603
39.155533720, 60.945, 4112.0, 64.1249
39.177266600, 60.945, 3974.0, 63.0397
39.198999480, 60.945, 4145.0, 64.3817
39.220732360, 60.945, 3960.0, 62.9285
39.242465240, 60.945, 3989.0, 63.1585
39.264198120, 60.945, 4059.0, 63.7103
39.285931000, 60.945, 4070.0, 63.7966
39.307663880, 60.945, 4043.0, 63.5846
39.329396760, 60.945, 4114.0, 64.1405
39.351129640, 60.945, 4041.0, 63.5689
39.372862520, 60.945, 4130.0, 64.2651
39.394595400, 60.945, 3966.0, 62.9762
39.416328280, 60.945, 4027.0, 63.4586
39.438061160, 60.945, 3962.0, 62.9444
39.459794040, 60.945, 4013.0, 63.3482
39.481526920, 60.945, 3918.0, 62.5939
39.503259800, 60.945, 4034.0, 63.5138
39.524992680, 60.945, 4002.0, 63.2614
39.546725560, 60.945, 3957.0, 62.9047
39.568458440, 60.945, 4018.0, 63.3877
39.590191320, 60.945, 3939.0, 62.7615
39.611924200, 60.945, 4043.0, 63.5846
39.633657080, 60.945, 4059.0, 63.7103
39.655389960, 60.945, 4037.0, 63.5374
39.677122840, 60.945, 4024.0, 63.4350
39.698855720, 60.945, 4008.0, 63.3088
39.720588600, 60.945, 3981.0, 63.0952
39.742321480, 60.945, 4021.0, 63.4114
39.764054360, 60.945, 3970.0, 63.0079
39.785787240, 60.945, 4051.0, 63.6475
39.807520120, 60.945, 3981.0, 63.0952
39.829253000, 60.945, 4004.0, 63.2772
39.850985880, 60.945, 3992.0, 63.1823
39.872718760, 60.945, 4041.0, 63.5689
39.894451640, 60.945, 4069.0, 63.7887
39.916184520, 60.945, 4079.0, 63.8670
39.937917400, 60.945, 3967.0, 62.9841
39.959650280, 60.945, 3815.0, 61.7657
39.981383160, 60.945, 3994.0, 63.1981
40.003116040, 60.945, 3973.0, 63.0317
40.024848920, 60.945, 3905.0, 62.4900
40.046581800, 60.945, 4119.0, 64.1794
40.068314680, 60.945, 3914.0, 62.5620
40.090047560, 60.945, 4062.0, 63.7338
40.111780440, 60.945, 3962.0, 62.9444
40.133513320, 60.945, 4021.0, 63.4114
40.155246200, 60.945, 3892.0, 62.3859
40.176979080, 60.945, 3998.0, 63.2297
40.198711960, 60.945, 3949.0, 62.8411
40.220444840, 60.945, 4099.0, 64.0234
40.242177720, 60.945, 3949.0, 62.8411
40.263910600, 60.945, 3966.0, 62.9762
40.285643480, 60.945, 4000.0, 63.2456
40.307376360, 60.945, 4020.0, 63.4035
40.329109240, 60.945, 3937.0, 62.7455
40.350842120, 60.945, 4048.0, 63.6239
40.372575000, 60.945, 4002.0, 63.2614
40.394307880, 60.945, 3887.0, 62.3458
40.416040760, 60.945, 3886.0, 62.3378
40.437773640, 60.945, 4020.0, 63.4035
40.459506520, 60.945, 4001.0, 63.2535
40.481239400, 60.945, 3918.0, 62.5939
40.502972280, 60.945, 4024.0, 63.4350
40.524705160, 60.945, 3973.0, 63.0317
40.546438040, 60.945, 4034.0, 63.5138
40.568170920, 60.945, 4123.0, 64.2106
40.589903800, 60.945, 3973.0, 63.0317
40.611636680, 60.945, 3993.0, 63.1902
40.633369560, 60.945, 3909.0, 62.5220
40.655102440, 60.945, 4004.0, 63.2772
40.676835320, 60.945, 3957.0, 62.9047
40.698568200, 60.945, 4111.0, 64.1171
40.720301080, 60.945, 4009.0, 63.3167
40.742033960, 60.945, 4024.0, 63.4350
40.763766840, 60.945, 4013.0, 63.3482
40.785499720, 60.945, 3992.0, 63.1823
40.807232600, 60.945, 4032.0, 63.4980
40.828965480, 60.945, 4040.0, 63.5610
40.850698360, 60.945, 4109.0, 64.1015
40.872431240, 60.945, 4057.0, 63.6946
40.894164120, 60.945, 4082.0, 63.8905
40.915897000, 60.945, 4004.0, 63.2772
40.937629880, 60.945, 4001.0, 63.2535
40.959362760, 60.945, 3952.0, 62.8649
40.981095640, 60.945, 4081.0, 63.8827
41.002828520, 60.945, 4122.0, 64.2028
41.024561400, 60.945, 4075.0, 63.8357
41.046294280, 60.945, 3973.0, 63.0317
41.068027160, 60.945, 3929.0, 62.6817
41.089760040, 60.945, 3926.0, 62.6578
41.111492920, 60.945, 3946.0, 62.8172
41.133225800, 60.945, 4164.0, 64.5291
41.154958680, 60.945, 3891.0, 62.3779
41.176691560, 60.945, 4053.0, 63.6632
41.198424440, 60.945, 3971.0, 63.0159
41.220157320, 60.945, 4088.0, 63.9375
41.241890200, 60.945, 4074.0, 63.8279
41.263623080, 60.945, 4087.0, 63.9296
41.285355960, 60.945, 4059.0, 63.7103
41.307088840, 60.945, 4061.0, 63.7260
41.328821720, 60.945, 4000.0, 63.2456
41.350554600, 60.945, 4163.0, 64.5213
41.372287480, 60.945, 4071.0, 63.8044
41.394020360, 60.945, 4011.0, 63.3325
41.415753240, 60.945, 4160.0, 64.4981
41.437486120, 60.945, 4076.0, 63.8436
41.459219000, 60.945, 4251.0, 65.1997
41.480951880, 60.945, 4191.0, 64.7379
41.502684760, 60.945, 4254.0, 65.2227
41.524417640, 60.945, 4148.0, 64.4050
41.546150520, 60.945, 4072.0, 63.8122
41.567883400, 60.945, 4070.0, 63.7966
41.589616280, 60.945, 4277.0, 65.3988
41.611349160, 60.945, 4172.0, 64.5910
41.633082040, 60.945, 4147.0, 64.3972
41.654814920, 60.945, 4015.0, 63.3640
41.676547800, 60.945, 4066.0, 63.7652
41.698280680, 60.945, 4068.0, 63.7809
41.720013560, 60.945, 3989.0, 63.1585
41.741746440, 60.945, 4162.0, 64.5136
41.763479320, 60.945, 4099.0, 64.0234
41.785212200, 60.945, 4199.0, 64.7997
41.806945080, 60.945, 4044.0, 63.5925
41.828677960, 60.945, 4097.0, 64.0078
41.850410840, 60.945, 4077.0, 63.8514
41.872143720, 60.945, 4003.0, 63.2693
41.893876600, 60.945, 4088.0, 63.9375
41.915609480, 60.945, 4119.0, 64.1794
41.937342360, 60.945, 4045.0, 63.6003
41.959075240, 60.945, 4025.0, 63.4429
41.980808120, 60.945, 4065.0, 63.7574
42.002541000, 60.945, 4084.0, 63.9062
42.024273880, 60.945, 4136.0, 64.3117
42.046006760, 60.945, 3950.0, 62.8490
42.067739640, 60.945, 4043.0, 63.5846
42.089472520, 60.945, 4037.0, 63.5374
42.111205400, 60.945, 4079.0, 63.8670
42.132938280, 60.945, 4016.0, 63.3719
42.154671160, 60.945, 3953.0, 62.8729
42.176404040, 60.945, 3931.0, 62.6977
42.198136920, 60.945, 3996.0, 63.2139
42.219869800, 60.945, 3928.0, 62.6738
42.241602680, 60.945, 4013.0, 63.3482
42.263335560, 60.945, 4051.0, 63.6475
42.285068440, 60.945, 4113.0, 64.1327
42.306801320, 60.945, 3994.0, 63.1981
42.328534200, 60.945, 4137.0, 64.3195
42.350267080, 60.945, 3992.0, 63.1823
42.371999960, 60.945, 3963.0, 62.9524
42.393732840, 60.945, 3987.0, 63.1427
42.415465720, 60.945, 4011.0, 63.3325
42.437198600, 60.945, 4070.0, 63.7966
42.458931480, 60.945, 4133.0, 64.2884
42.480664360, 60.945, 4008.0, 63.3088
42.502397240, 60.945, 3936.0, 62.7375
42.524130120, 60.945, 3942.0, 62.7853
42.545863000, 60.945, 3898.0, 62.4340
42.567595880, 60.945, 4048.0, 63.6239
42.589328760, 60.945, 3935.0, 62.7296
42.611061640, 60.945, 4069.0, 63.7887
42.632794520, 60.945, 4005.0, 63.2851
42.654527400, 60.945, 3871.0, 62.2174
42.676260280, 60.945, 4045.0, 63.6003
42.697993160, 60.945, 3951.0, 62.8570
42.719726040, 60.945, 4072.0, 63.8122
42.741458920, 60.945, 3899.0, 62.4420
42.763191800, 60.945, 3952.0, 62.8649
42.784924680, 60.945, 4102.0, 64.0469
42.806657560, 60.945, 4018.0, 63.3877
42.828390440, 60.945, 3956.0, 62.8967
42.850123320, 60.945, 4102.0, 64.0469
42.871856200, 60.945, 4087.0, 63.9296
42.893589080, 60.945, 4105.0, 64.0703
42.915321960, 60.945, 4073.0, 63.8201
42.937054840, 60.945, 3962.0, 62.9444
42.958787720, 60.945, 4030.0, 63.4823
42.980520600, 60.945, 4052.0, 63.6553
43.002253480, 60.945, 4019.0, 63.3956
43.023986360, 60.945, 3988.0, 63.1506
43.045719240, 60.945, 4100.0, 64.0312
43.067452120, 60.945, 4025.0, 63.4429
43.089185000, 60.945, 3985.0, 63.1269
43.110917880, 60.945, 3965.0, 62.9682
43.132650760, 60.945, 3984.0, 63.1189
43.154383640, 60.945, 4036.0, 63.5295
43.176116520, 60.945, 4023.0, 63.4271
43.197849400, 60.945, 4072.0, 63.8122
43.219582280, 60.945, 4008.0, 63.3088
43.241315160, 60.945, 3924.0, 62.6418
43.263048040, 60.945, 3989.0, 63.1585
43.284780920, 60.945, 3914.0, 62.5620
43.306513800, 60.945, 3937.0, 62.7455
43.328246680, 60.945, 4025.0, 63.4429
43.349979560, 60.945, 4126.0, 64.2339
43.371712440, 60.945, 4120.0, 64.1872
43.393445320, 60.945, 3968.0, 62.9921
43.415178200, 60.945, 4038.0, 63.5453
43.436911080, 60.945, 3915.0, 62.5700
43.458643960, 60.945, 4052.0, 63.6553
43.480376840, 60.945, 3860.0, 62.1289
43.502109720, 60.945, 4029.0, 63.4744
43.523842600, 60.945, 3895.0, 62.4099
43.545575480, 60.945, 4068.0, 63.7809
43.567308360, 60.945, 4031.0, 63.4902
43.589041240, 60.945, 3999.0, 63.2376
43.610774120, 60.945, 4095.0, 63.9922
43.632507000, 60.945, 3994.0, 63.1981
43.654239880, 60.945, 3904.0, 62.4820
43.675972760, 60.945, 4002.0, 63.2614
43.697705640, 60.945, 4002.0, 63.2614
43.719438520, 60.945, 3979.0, 63.0793
43.741171400, 60.945, 3959.0, 62.9206
43.762904280, 60.945, 4031.0, 63.4902
43.784637160, 60.945, 3994.0, 63.1981
43.806370040, 60.945, 3873.0, 62.2334
43.828102920, 60.945, 3979.0, 63.0793
43.849835800, 60.945, 4064.0, 63.7495
43.871568680, 60.945, 4107.0, 64.0859
43.893301560, 60.945, 3996.0, 63.2139
43.915034440, 60.945, 3948.0, 62.8331
43.936767320, 60.945, 3998.0, 63.2297
43.958500200, 60.945, 4067.0, 63.7730
43.980233080, 60.945, 3976.0, 63.0555
44.001965960, 60.945, 4047.0, 63.6160
44.023698840, 60.945, 4075.0, 63.8357
44.045431720, 60.945, 3958.0, 62.9126
44.067164600, 60.945, 4007.0, 63.3009
44.088897480, 60.945, 4030.0, 63.4823
44.110630360, 60.945, 4023.0, 63.4271
44.132363240, 60.945, 4015.0, 63.3640
44.154096120, 60.945, 3953.0, 62.8729
44.175829000, 60.945, 4104.0, 64.0625
44.197561880, 60.945, 4000.0, 63.2456
44.219294760, 60.945, 3927.0, 62.6658
44.241027640, 60.945, 4067.0, 63.7730
44.262760520, 60.945, 3920.0, 62.6099
44.284493400, 60.945, 4008.0, 63.3088
44.306226280, 60.945, 3980.0, 63.0872
44.327959160, 60.945, 4093.0, 63.9766
44.349692040, 60.945, 3910.0, 62.5300
44.371424920, 60.945, 4012.0, 63.3404
44.393157800, 60.945, 4029.0, 63.4744
44.414890680, 60.945, 4070.0, 63.7966
44.436623560, 60.945, 4056.0, 63.6867
44.458356440, 60.945, 4031.0, 63.4902
44.480089320, 60.945, 3968.0, 62.9921
44.501822200, 60.945, 4081.0, 63.8827
44.523555080, 60.945, 4058.0, 63.7024
44.545287960, 60.945, 4019.0, 63.3956
44.567020840, 60.945, 4074.0, 63.8279
44.588753720, 60.945, 3958.0, 62.9126
44.610486600, 60.945, 4022.0, 63.4192
44.632219480, 60.945, 4056.0, 63.6867
44.653952360, 60.945, 4011.0, 63.3325
44.675685240, 60.945, 3993.0, 63.1902
44.697418120, 60.945, 3946.0, 62.8172
44.719151000, 60.945, 4060.0, 63.7181
44.740883880, 60.945, 4003.0, 63.2693
44.762616760, 60.945, 3996.0, 63.2139
44.784349640, 60.945, 4083.0, 63.8984
44.806082520, 60.945, 3930.0, 62.6897
44.827815400, 60.945, 4157.0, 64.4748
44.849548280, 60.945, 4099.0, 64.0234
44.871281160, 60.945, 4013.0, 63.3482
44.893014040, 60.945, 3968.0, 62.9921
44.914746920, 60.945, 3980.0, 63.0872
44.936479800, 60.945, 4034.0, 63.5138
44.958212680, 60.945, 4014.0, 63.3561
44.979945560, 60.945, 4092.0, 63.9687
45.001678440, 60.945, 3922.0, 62.6259
45.023411320, 60.945, 4004.0, 63.2772
45.045144200, 60.945, 4069.0, 63.7887
45.066877080, 60.945, 3951.0, 62.8570
45.088609960, 60.945, 3984.0, 63.1189
45.110342840, 60.945, 4034.0, 63.5138
45.132075720, 60.945, 4140.0, 64.3428
45.153808600, 60.945, 3966.0, 62.9762
45.175541480, 60.945, 4074.0, 63.8279
45.197274360, 60.945, 3920.0, 62.6099
45.219007240, 60.945, 3929.0, 62.6817
45.240740120, 60.945, 3991.0, 63.1744
45.262473000, 60.945, 4028.0, 63.4665
45.284205880, 60.945, 4072.0, 63.8122
45.305938760, 60.945, 4063.0, 63.7417
45.327671640, 60.945, 3930.0, 62.6897
45.349404520, 60.945, 4097.0, 64.0078
45.371137400, 60.945, 3865.0, 62.1691
45.392870280, 60.945, 4031.0, 63.4902
45.414603160, 60.945, 4047.0, 63.6160
45.436336040, 60.945, 4032.0, 63.4980
45.458068920, 60.945, 4022.0, 63.4192
45.479801800, 60.945, 4107.0, 64.0859
45.501534680, 60.945, 4023.0, 63.4271
45.523267560, 60.945, 3938.0, 62.7535
45.545000440, 60.945, 3973.0, 63.0317
45.566733320, 60.945, 3969.0, 63.0000
45.588466200, 60.945, 3949.0, 62.8411
45.610199080, 60.945, 4007.0, 63.3009
45.631931960, 60.945, 4092.0, 63.9687
